ts,event,price,qty,order_quote,drop_pct,take_profit_pct,target,trade_idx,reason,steps,d_buy,proceeds,pnl,anchor,prev_anchor,bar_index,preserve_progress,q,amt_q,ladder_idx,note
2025-11-28 16:23:00+00:00,SCALP_BUY,23.11508,4.28291833729323,99.0,0.023031276415891835,0.008,23.30000064,1.0,,,,,,,,,,,,,
2025-11-28 16:24:00+00:00,SCALP_BUY,23.088079999999998,4.2879269302601175,99.0,0.02417244294167372,0.008057480980557908,23.274111765477596,2.0,,,,,,,,,,,,,
2025-11-28 16:27:00+00:00,SCALP_BUY,23.088079999999998,4.2879269302601175,99.0,0.02417244294167372,0.008057480980557908,23.274111765477596,3.0,,,,,,,,,,,,,
2025-11-28 16:58:00+00:00,LADDER_REBUILT,,,,,,,,ADAPTIVE_UPDATE,3.0,0.02,,,,,,,,,,
2025-11-28 17:06:00+00:00,SCALP_TP,23.30000064,4.28291833729323,,,,,,,,,99.69220800000001,0.5932080000000184,,,,,,,,
2025-11-28 17:06:00+00:00,SCALP_TP,23.274111765477596,4.2879269302601175,,,,,,,,,99.69789292645815,0.5988929264581628,,,,,,,,
2025-11-28 17:06:00+00:00,SCALP_TP,23.274111765477596,4.2879269302601175,,,,,,,,,99.69789292645815,0.5988929264581628,,,,,,,,
2025-11-28 17:27:00+00:00,LADDER_REBUILT,,,,,,,,ANCHOR_SHIFT,3.0,0.02,,,,,,,,,,
2025-11-28 17:27:00+00:00,ANCHOR_SHIFTED,,,,,,,,,,,,,23.27,23.04,89.0,False,,,,
2025-11-28 20:35:00+00:00,LADDER_REBUILT,,,,,,,,ANCHOR_SHIFT,3.0,0.02,,,,,,,,,,
2025-11-28 20:35:00+00:00,ANCHOR_SHIFTED,,,,,,,,,,,,,23.405,23.27,277.0,False,,,,
2025-11-28 21:04:00+00:00,LADDER_REBUILT,,,,,,,,ANCHOR_SHIFT,3.0,0.02,,,,,,,,,,
2025-11-28 21:04:00+00:00,ANCHOR_SHIFTED,,,,,,,,,,,,,23.564999999999998,23.405,306.0,False,,,,
2025-11-29 03:15:00+00:00,LADDER_REBUILT,,,,,,,,ANCHOR_SHIFT,3.0,0.02,,,,,,,,,,
2025-11-29 03:15:00+00:00,ANCHOR_SHIFTED,,,,,,,,,,,,,24.655,23.564999999999998,677.0,False,,,,
2025-11-29 05:35:00+00:00,BUY,24.1619,,,,,,,,,,,,,,,,2.6139457052980974,63.1578947368421,1.0,
2025-11-29 06:20:00+00:00,SELL,24.30711326086086,2.6139457052980974,,,,,,,,,63.47393684210526,0.25288421052632515,,,,,,,,IDLE_EXIT
